Month,Cell,Region,Traffic_GB,Capacity_GB
2025-10,CELL-MUM-02,Mumbai,5067.2,11514.8
2025-11,CELL-MUM-02,Mumbai,5246.9,11514.8
2025-12,CELL-MUM-02,Mumbai,5426.4,11514.8
2026-01,CELL-MUM-02,Mumbai,5642.7,11514.8
2026-02,CELL-MUM-02,Mumbai,5806.7,11514.8
2026-03,CELL-MUM-02,Mumbai,6349.4,11514.8
2026-04,CELL-MUM-02,Mumbai,6601,11514.8
2026-05,CELL-MUM-02,Mumbai,6872.6,11514.8
2026-06,CELL-MUM-02,Mumbai,,11514.8
2026-07,CELL-MUM-02,Mumbai,7004.2,11514.8
2024-02,CELL-MUM-03,Mumbai,,5363.9
2024-03,CELL-MUM-03,Mumbai,2766.4,5363.9
2024-04,CELL-MUM-03,Mumbai,2866.6,5363.9
2024-05,CELL-MUM-03,Mumbai,3217,5363.9
2024-06,CELL-MUM-03,Mumbai,3239.1,5363.9
2024-07,CELL-MUM-03,Mumbai,3280.6,5363.9
2024-08,CELL-MUM-03,Mumbai,3078.1,5363.9
2024-09,CELL-MUM-03,Mumbai,2651.5,5363.9
2024-10,CELL-MUM-03,Mumbai,2823.3,5363.9
2024-11,CELL-MUM-03,Mumbai,2725.3,5363.9
2024-12,CELL-MUM-03,Mumbai,2520.4,5363.9
2025-01,CELL-MUM-03,Mumbai,2781.9,5363.9
2025-02,CELL-MUM-03,Mumbai,3069,5363.9
2025-03,CELL-MUM-03,Mumbai,2984.7,5363.9
2025-04,CELL-MUM-03,Mumbai,3407.3,5363.9
2025-05,CELL-MUM-03,Mumbai,3574.3,5363.9
2025-06,CELL-MUM-03,Mumbai,3512.4,5363.9
2025-07,CELL-MUM-03,Mumbai,3664.1,5363.9
2025-08,CELL-MUM-03,Mumbai,3727.2,5363.9
2025-09,CELL-MUM-03,Mumbai,3440.1,5363.9
2025-10,CELL-MUM-03,Mumbai,2979.5,5363.9
2025-11,CELL-MUM-03,Mumbai,3316.8,5363.9
2025-12,CELL-MUM-03,Mumbai,2878.2,5363.9
2026-01,CELL-MUM-03,Mumbai,3195.2,5363.9
2026-02,CELL-MUM-03,Mumbai,3387.1,5363.9
2026-03,CELL-MUM-03,Mumbai,3538.1,5363.9
2026-04,CELL-MUM-03,Mumbai,4148.5,5363.9
2026-05,CELL-MUM-03,Mumbai,3969.8,5363.9
2026-06,CELL-MUM-03,Mumbai,4074.5,5363.9
2026-07,CELL-MUM-03,Mumbai,4096,5363.9
2024-02,CELL-CHE-01,Chennai,4800.3,14777.6
2024-03,CELL-CHE-01,Chennai,5232.1,14777.6
2024-04,CELL-CHE-01,Chennai,5549.6,14777.6
2024-05,CELL-CHE-01,Chennai,5652.3,14777.6
2024-06,CELL-CHE-01,Chennai,6116,14777.6
2024-07,CELL-CHE-01,Chennai,5970.8,14777.6
2024-08,CELL-CHE-01,Chennai,5987.6,14777.6
2024-09,CELL-CHE-01,Chennai,6210.2,14777.6
2024-10,CELL-CHE-01,Chennai,5764.9,14777.6
2024-11,CELL-CHE-01,Chennai,5655.5,14777.6
2024-12,CELL-CHE-01,Chennai,5213.8,14777.6
2025-01,CELL-CHE-01,Chennai,5584.7,14777.6
2025-02,CELL-CHE-01,Chennai,6871.3,14777.6
2025-03,CELL-CHE-01,Chennai,6883.9,14777.6
2025-04,CELL-CHE-01,Chennai,7044.3,14777.6
2025-05,CELL-CHE-01,Chennai,7420.7,14777.6
2025-06,CELL-CHE-01,Chennai,7612.9,14777.6
2025-07,CELL-CHE-01,Chennai,7758.5,14777.6
2025-08,CELL-CHE-01,Chennai,7286.9,14777.6
2025-09,CELL-CHE-01,Chennai,7584.1,14777.6
2025-10,CELL-CHE-01,Chennai,7463.9,14777.6
2025-11,CELL-CHE-01,Chennai,7067.9,14777.6
2025-12,CELL-CHE-01,Chennai,7474.6,14777.6
2026-01,CELL-CHE-01,Chennai,7460.4,14777.6
2026-02,CELL-CHE-01,Chennai,7995.5,14777.6
2026-03,CELL-CHE-01,Chennai,8637.4,14777.6
2026-04,CELL-CHE-01,Chennai,8719.6,14777.6
2026-05,CELL-CHE-01,Chennai,9036.7,14777.6
2026-06,CELL-CHE-01,Chennai,9716,14777.6
2026-07,CELL-CHE-01,Chennai,9715.8,14777.6
2024-02,CELL-CHE-02,Chennai,3386.8,8134.8
2024-03,CELL-CHE-02,Chennai,3736.7,8134.8
2024-04,CELL-CHE-02,Chennai,3771.6,8134.8
2024-05,CELL-CHE-02,Chennai,,8134.8
2024-06,CELL-CHE-02,Chennai,4148,8134.8
2024-07,CELL-CHE-02,Chennai,4352.1,8134.8
2024-08,CELL-CHE-02,Chennai,4389.4,8134.8
2024-09,CELL-CHE-02,Chennai,3764.9,8134.8
2024-10,CELL-CHE-02,Chennai,3716.6,8134.8
2024-11,CELL-CHE-02,Chennai,3934.5,8134.8
2024-12,CELL-CHE-02,Chennai,3702.5,8134.8
2025-01,CELL-CHE-02,Chennai,3686.5,8134.8
2025-02,CELL-CHE-02,Chennai,3953.5,8134.8
2025-03,CELL-CHE-02,Chennai,3939.8,8134.8
2025-04,CELL-CHE-02,Chennai,4502.8,8134.8
2025-05,CELL-CHE-02,Chennai,4874.6,8134.8
2025-06,CELL-CHE-02,Chennai,4578.3,8134.8
2025-07,CELL-CHE-02,Chennai,4709,8134.8
2025-08,CELL-CHE-02,Chennai,4438.5,8134.8
2025-09,CELL-CHE-02,Chennai,4489.2,8134.8
2025-10,CELL-CHE-02,Chennai,3833.5,8134.8
2025-11,CELL-CHE-02,Chennai,4444.2,8134.8
2025-12,CELL-CHE-02,Chennai,,8134.8
2026-01,CELL-CHE-02,Chennai,4292.1,8134.8
2026-02,CELL-CHE-02,Chennai,4127.2,8134.8
2026-03,CELL-CHE-02,Chennai,4488.6,8134.8
2026-04,CELL-CHE-02,Chennai,5245.5,8134.8
2026-05,CELL-CHE-02,Chennai,5234.4,8134.8
2026-06,CELL-CHE-02,Chennai,5468.7,8134.8
2026-07,CELL-CHE-02,Chennai,,8134.8
2024-02,CELL-CHE-03,Chennai,4770.6,13843.3
2024-03,CELL-CHE-03,Chennai,5374.2,13843.3
2024-04,CELL-CHE-03,Chennai,5941.9,13843.3
2024-05,CELL-CHE-03,Chennai,5459,13843.3
2024-06,CELL-CHE-03,Chennai,5795.5,13843.3
2024-07,CELL-CHE-03,Chennai,6347.2,13843.3
2024-08,CELL-CHE-03,Chennai,5741.2,13843.3
2024-09,CELL-CHE-03,Chennai,5449.2,13843.3
2024-10,CELL-CHE-03,Chennai,5749,13843.3
2024-11,CELL-CHE-03,Chennai,5249.1,13843.3
2024-12,CELL-CHE-03,Chennai,5391.9,13843.3
2025-01,CELL-CHE-03,Chennai,5462.7,13843.3
2025-02,CELL-CHE-03,Chennai,5737.2,13843.3
2025-03,CELL-CHE-03,Chennai,6175.6,13843.3
2025-04,CELL-CHE-03,Chennai,6257.9,13843.3
2025-05,CELL-CHE-03,Chennai,6546.5,13843.3
2025-06,CELL-CHE-03,Chennai,7191.5,13843.3
2025-07,CELL-CHE-03,Chennai,6620.3,13843.3
2025-08,CELL-CHE-03,Chennai,7298.5,13843.3
2025-09,CELL-CHE-03,Chennai,6545.2,13843.3
2025-10,CELL-CHE-03,Chennai,6790.9,13843.3
2025-11,CELL-CHE-03,Chennai,6705.7,13843.3
2025-12,CELL-CHE-03,Chennai,,13843.3
2026-01,CELL-CHE-03,Chennai,5968.5,13843.3
2026-02,CELL-CHE-03,Chennai,6952.9,13843.3
2026-03,CELL-CHE-03,Chennai,7593.1,13843.3
2026-04,CELL-CHE-03,Chennai,7618.6,13843.3
2026-05,CELL-CHE-03,Chennai,7997.3,13843.3
2026-06,CELL-CHE-03,Chennai,8145.3,13843.3
2026-07,CELL-CHE-03,Chennai,8592.2,13843.3
2024-02,CELL-KOL-01,Kolkata,4307.2,9006.1
2024-03,CELL-KOL-01,Kolkata,4148.7,9006.1
2024-04,CELL-KOL-01,Kolkata,4828.2,9006.1
2024-05,CELL-KOL-01,Kolkata,5220.2,9006.1
2024-06,CELL-KOL-01,Kolkata,4740.3,9006.1
2024-07,CELL-KOL-01,Kolkata,4931.6,9006.1
2024-08,CELL-KOL-01,Kolkata,5071.8,9006.1
2024-09,CELL-KOL-01,Kolkata,4605.5,9006.1
2024-10,CELL-KOL-01,Kolkata,4570,9006.1
2024-11,CELL-KOL-01,Kolkata,4332.8,9006.1
2024-12,CELL-KOL-01,Kolkata,4628.2,9006.1
2025-01,CELL-KOL-01,Kolkata,4515.8,9006.1
2025-02,CELL-KOL-01,Kolkata,,9006.1
2025-03,CELL-KOL-01,Kolkata,5003.5,9006.1
2025-04,CELL-KOL-01,Kolkata,5768.3,9006.1
2025-05,CELL-KOL-01,Kolkata,5634.7,9006.1
2025-06,CELL-KOL-01,Kolkata,6152.3,9006.1
2025-07,CELL-KOL-01,Kolkata,5957.3,9006.1
2025-08,CELL-KOL-01,Kolkata,6244.3,9006.1
2025-09,CELL-KOL-01,Kolkata,5608.6,9006.1
2025-10,CELL-KOL-01,Kolkata,5198.6,9006.1
2025-11,CELL-KOL-01,Kolkata,4919.1,9006.1
2025-12,CELL-KOL-01,Kolkata,5157.7,9006.1
2026-01,CELL-KOL-01,Kolkata,5152.5,9006.1
2026-02,CELL-KOL-01,Kolkata,6007.9,9006.1
2026-03,CELL-KOL-01,Kolkata,5744.3,9006.1
2026-04,CELL-KOL-01,Kolkata,7117.9,9006.1
2026-05,CELL-KOL-01,Kolkata,6748.9,9006.1
2026-06,CELL-KOL-01,Kolkata,7147,9006.1
2026-07,CELL-KOL-01,Kolkata,7136.5,9006.1
2024-02,CELL-KOL-02,Kolkata,2838.6,6340.8
2024-03,CELL-KOL-02,Kolkata,3090.4,6340.8
2024-04,CELL-KOL-02,Kolkata,3048.1,6340.8
2024-05,CELL-KOL-02,Kolkata,2722.6,6340.8
2024-06,CELL-KOL-02,Kolkata,3127.2,6340.8
2024-07,CELL-KOL-02,Kolkata,2880.1,6340.8
2024-08,CELL-KOL-02,Kolkata,3014.6,6340.8
2024-09,CELL-KOL-02,Kolkata,2972.7,6340.8
2024-10,CELL-KOL-02,Kolkata,2855.5,6340.8
2024-11,CELL-KOL-02,Kolkata,2637.7,6340.8
2024-12,CELL-KOL-02,Kolkata,2816,6340.8
2025-01,CELL-KOL-02,Kolkata,,6340.8
2025-02,CELL-KOL-02,Kolkata,2960.8,6340.8
2025-03,CELL-KOL-02,Kolkata,3250.4,6340.8
2025-04,CELL-KOL-02,Kolkata,3035.6,6340.8
2025-05,CELL-KOL-02,Kolkata,3385.7,6340.8
2025-06,CELL-KOL-02,Kolkata,3576.6,6340.8
2025-07,CELL-KOL-02,Kolkata,3221.2,6340.8
2025-08,CELL-KOL-02,Kolkata,3478.8,6340.8
2025-09,CELL-KOL-02,Kolkata,3045.4,6340.8
2025-10,CELL-KOL-02,Kolkata,3022.3,6340.8
2025-11,CELL-KOL-02,Kolkata,2828.3,6340.8
2025-12,CELL-KOL-02,Kolkata,3071.9,6340.8
2026-01,CELL-KOL-02,Kolkata,3084.4,6340.8
2026-02,CELL-KOL-02,Kolkata,3048.1,6340.8
2026-03,CELL-KOL-02,Kolkata,3523.2,6340.8
2026-04,CELL-KOL-02,Kolkata,3801.2,6340.8
2026-05,CELL-KOL-02,Kolkata,3770.2,6340.8
2026-06,CELL-KOL-02,Kolkata,3835.2,6340.8
2026-07,CELL-KOL-02,Kolkata,4043.3,6340.8
2024-02,CELL-KOL-03,Kolkata,4137.2,10677.1
2024-03,CELL-KOL-03,Kolkata,4528,10677.1
2024-04,CELL-KOL-03,Kolkata,5118.3,10677.1
2024-05,CELL-KOL-03,Kolkata,5420.1,10677.1
2024-06,CELL-KOL-03,Kolkata,5362.2,10677.1
2024-07,CELL-KOL-03,Kolkata,5492.6,10677.1
2024-08,CELL-KOL-03,Kolkata,5804.7,10677.1
2024-09,CELL-KOL-03,Kolkata,5217.9,10677.1
2024-10,CELL-KOL-03,Kolkata,5165.7,10677.1
2024-11,CELL-KOL-03,Kolkata,4580.3,10677.1
2024-12,CELL-KOL-03,Kolkata,4829.4,10677.1
2025-01,CELL-KOL-03,Kolkata,5416.5,10677.1
2025-02,CELL-KOL-03,Kolkata,5251.1,10677.1
2025-03,CELL-KOL-03,Kolkata,5971.2,10677.1
2025-04,CELL-KOL-03,Kolkata,6385.1,10677.1
2025-05,CELL-KOL-03,Kolkata,7031.3,10677.1
2025-06,CELL-KOL-03,Kolkata,7194.4,10677.1
2025-07,CELL-KOL-03,Kolkata,6533.5,10677.1
2025-08,CELL-KOL-03,Kolkata,6888.4,10677.1
2025-09,CELL-KOL-03,Kolkata,6344.3,10677.1
2025-10,CELL-KOL-03,Kolkata,6849.1,10677.1
2025-11,CELL-KOL-03,Kolkata,6589,10677.1
2025-12,CELL-KOL-03,Kolkata,6620.6,10677.1
2026-01,CELL-KOL-03,Kolkata,6140.6,10677.1
2026-02,CELL-KOL-03,Kolkata,,10677.1
2026-03,CELL-KOL-03,Kolkata,6882.5,10677.1
2026-04,CELL-KOL-03,Kolkata,7633.8,10677.1
2026-05,CELL-KOL-03,Kolkata,8291.4,10677.1
2026-06,CELL-KOL-03,Kolkata,,10677.1
2026-07,CELL-KOL-03,Kolkata,9332.7,10677.1
2024-02,CELL-BLR-01,Bengaluru,4116.9,15740
2024-03,CELL-BLR-01,Bengaluru,5138.3,15740
2024-04,CELL-BLR-01,Bengaluru,5125.7,15740
2024-05,CELL-BLR-01,Bengaluru,5549.5,15740
2024-06,CELL-BLR-01,Bengaluru,5655.1,15740
2024-07,CELL-BLR-01,Bengaluru,6110.1,15740
2024-08,CELL-BLR-01,Bengaluru,5925.7,15740
2024-09,CELL-BLR-01,Bengaluru,5944.3,15740
2024-10,CELL-BLR-01,Bengaluru,5875.1,15740
2024-11,CELL-BLR-01,Bengaluru,5845.8,15740
2024-12,CELL-BLR-01,Bengaluru,5789.3,15740
2025-01,CELL-BLR-01,Bengaluru,5785.7,15740
2025-02,CELL-BLR-01,Bengaluru,6110.2,15740
2025-03,CELL-BLR-01,Bengaluru,7202.9,15740
2025-04,CELL-BLR-01,Bengaluru,7598.2,15740
2025-05,CELL-BLR-01,Bengaluru,8177.6,15740
2025-06,CELL-BLR-01,Bengaluru,8516.3,15740
2025-07,CELL-BLR-01,Bengaluru,8449.6,15740
2025-08,CELL-BLR-01,Bengaluru,9363.8,15740
2025-09,CELL-BLR-01,Bengaluru,8524.9,15740
2025-10,CELL-BLR-01,Bengaluru,8417.4,15740
2025-11,CELL-BLR-01,Bengaluru,8325,15740
2025-12,CELL-BLR-01,Bengaluru,8504.8,15740
2026-01,CELL-BLR-01,Bengaluru,8782.3,15740
2026-02,CELL-BLR-01,Bengaluru,9260.2,15740
2026-03,CELL-BLR-01,Bengaluru,10655.9,15740
2026-04,CELL-BLR-01,Bengaluru,11753.1,15740
2026-05,CELL-BLR-01,Bengaluru,12095.2,15740
2026-06,CELL-BLR-01,Bengaluru,12129.2,15740
2026-07,CELL-BLR-01,Bengaluru,12893.8,15740
2024-02,CELL-BLR-02,Bengaluru,2289.8,5842.1
2024-03,CELL-BLR-02,Bengaluru,2745.9,5842.1
2024-04,CELL-BLR-02,Bengaluru,2776.5,5842.1
2024-05,CELL-BLR-02,Bengaluru,2975.4,5842.1
2024-06,CELL-BLR-02,Bengaluru,2972.3,5842.1
2024-07,CELL-BLR-02,Bengaluru,3066.1,5842.1
2024-08,CELL-BLR-02,Bengaluru,2989,5842.1
2024-09,CELL-BLR-02,Bengaluru,2800.7,5842.1
2024-10,CELL-BLR-02,Bengaluru,2653.3,5842.1
2024-11,CELL-BLR-02,Bengaluru,,5842.1
2024-12,CELL-BLR-02,Bengaluru,2705.1,5842.1
2025-01,CELL-BLR-02,Bengaluru,3002.1,5842.1
2025-02,CELL-BLR-02,Bengaluru,2759.9,5842.1
2025-03,CELL-BLR-02,Bengaluru,3021.7,5842.1
2025-04,CELL-BLR-02,Bengaluru,3192.3,5842.1
2025-05,CELL-BLR-02,Bengaluru,3391.1,5842.1
2025-06,CELL-BLR-02,Bengaluru,3538.9,5842.1
2025-07,CELL-BLR-02,Bengaluru,3586.7,5842.1
2025-08,CELL-BLR-02,Bengaluru,3733.2,5842.1
2025-09,CELL-BLR-02,Bengaluru,3418.1,5842.1
2025-10,CELL-BLR-02,Bengaluru,,5842.1
2025-11,CELL-BLR-02,Bengaluru,3061.7,5842.1
2025-12,CELL-BLR-02,Bengaluru,3056.1,5842.1
2026-01,CELL-BLR-02,Bengaluru,3166,5842.1
2026-02,CELL-BLR-02,Bengaluru,3371.8,5842.1
2026-03,CELL-BLR-02,Bengaluru,3613.3,5842.1
2026-04,CELL-BLR-02,Bengaluru,3762.4,5842.1
2026-05,CELL-BLR-02,Bengaluru,4150.1,5842.1
2026-06,CELL-BLR-02,Bengaluru,3914.7,5842.1
2026-07,CELL-BLR-02,Bengaluru,3838.8,5842.1
2024-02,CELL-BLR-03,Bengaluru,3514.2,7714.5
2024-03,CELL-BLR-03,Bengaluru,3735.5,7714.5
2024-04,CELL-BLR-03,Bengaluru,4003.9,7714.5
2024-05,CELL-BLR-03,Bengaluru,3944.8,7714.5
2024-06,CELL-BLR-03,Bengaluru,3826.8,7714.5
2024-07,CELL-BLR-03,Bengaluru,3907.9,7714.5
2024-08,CELL-BLR-03,Bengaluru,3738.1,7714.5
2024-09,CELL-BLR-03,Bengaluru,3540.4,7714.5
2024-10,CELL-BLR-03,Bengaluru,3389.1,7714.5
2024-11,CELL-BLR-03,Bengaluru,3446.5,7714.5
2024-12,CELL-BLR-03,Bengaluru,3407.9,7714.5
2025-01,CELL-BLR-03,Bengaluru,3478.1,7714.5
2025-02,CELL-BLR-03,Bengaluru,3531.2,7714.5
2025-03,CELL-BLR-03,Bengaluru,3735.6,7714.5
2025-04,CELL-BLR-03,Bengaluru,4346.2,7714.5
2025-05,CELL-BLR-03,Bengaluru,4309.3,7714.5
2025-06,CELL-BLR-03,Bengaluru,4417.3,7714.5
2025-07,CELL-BLR-03,Bengaluru,4652.1,7714.5
2025-08,CELL-BLR-03,Bengaluru,4536.9,7714.5
2025-09,CELL-BLR-03,Bengaluru,4169.3,7714.5
2025-10,CELL-BLR-03,Bengaluru,3943.4,7714.5
2025-11,CELL-BLR-03,Bengaluru,3641.3,7714.5
2025-12,CELL-BLR-03,Bengaluru,4112.6,7714.5
2026-01,CELL-BLR-03,Bengaluru,3722.5,7714.5
2026-02,CELL-BLR-03,Bengaluru,,7714.5
2026-03,CELL-BLR-03,Bengaluru,4319.7,7714.5
2026-04,CELL-BLR-03,Bengaluru,4693.5,7714.5
2026-05,CELL-BLR-03,Bengaluru,5143.6,7714.5
2026-06,CELL-BLR-03,Bengaluru,5022.1,7714.5
2026-07,CELL-BLR-03,Bengaluru,,7714.5
2024-02,CELL-HYD-01,Hyderabad,4013,7091.6
2024-03,CELL-HYD-01,Hyderabad,4219,7091.6
2024-04,CELL-HYD-01,Hyderabad,4188.9,7091.6
2024-05,CELL-HYD-01,Hyderabad,,7091.6
2024-06,CELL-HYD-01,Hyderabad,4633.4,7091.6
2024-07,CELL-HYD-01,Hyderabad,4908,7091.6
2024-08,CELL-HYD-01,Hyderabad,4636.5,7091.6
2024-09,CELL-HYD-01,Hyderabad,4412.6,7091.6
2024-10,CELL-HYD-01,Hyderabad,4466.8,7091.6
2024-11,CELL-HYD-01,Hyderabad,3834.9,7091.6
2024-12,CELL-HYD-01,Hyderabad,3894,7091.6
