reading_ts,cell_id,region,latency_ms,throughput_mbps,downtime_min,drop_call_rate_pct
2026-08-03 00:15:00,CELL-MUM-03,Mumbai,31.31,293.21,0,0.608
2026-08-03 00:30:00,CELL-BLR-01,Bengaluru,29.65,185.85,0,0.554
2026-08-03 00:30:00,CELL-BLR-02,Bengaluru,30.14,277.94,0,0.64
2026-08-03 00:30:00,CELL-BLR-03,Bengaluru,31.38,195.73,0,0.848
2026-08-03 00:30:00,CELL-DEL-01,Delhi NCR,27.93,297.19,0,0.401
2026-08-03 00:30:00,CELL-DEL-02,Delhi NCR,29.06,269.62,0,0.544
2026-08-03 00:30:00,CELL-DEL-03,Delhi NCR,31.98,269.52,0,0.748
2026-08-03 00:30:00,CELL-KOL-01,Kolkata,28.14,266.6,0,0.695
2026-08-03 00:30:00,CELL-KOL-02,Kolkata,35.62,243.1,0,0.659
2026-08-03 00:30:00,CELL-KOL-03,Kolkata,31.63,201.93,0,0.858
2026-08-03 00:30:00,CELL-MUM-01,Mumbai,31.13,176.9,0,0.547
2026-08-03 00:30:00,CELL-MUM-02,Mumbai,32.83,219.69,0,0.859
2026-08-03 00:30:00,CELL-MUM-03,Mumbai,30.28,308.64,0,0.532
2026-08-03 00:45:00,CELL-BLR-01,Bengaluru,29.64,189.52,0,0.42
2026-08-03 00:45:00,CELL-BLR-02,Bengaluru,31.39,281.38,0,0.542
2026-08-03 00:45:00,CELL-BLR-03,Bengaluru,27.42,189.28,0,0.972
2026-08-03 00:45:00,CELL-DEL-01,Delhi NCR,28.59,316.08,0,0.536
2026-08-03 00:45:00,CELL-DEL-02,Delhi NCR,29.0,268.27,0,0.582
2026-08-03 00:45:00,CELL-DEL-03,Delhi NCR,32.36,286.24,0,0.64
2026-08-03 00:45:00,CELL-KOL-01,Kolkata,28.72,263.19,0,0.637
2026-08-03 00:45:00,CELL-KOL-02,Kolkata,31.74,250.77,0,0.383
2026-08-03 00:45:00,CELL-KOL-03,Kolkata,32.98,184.14,0,0.59
2026-08-03 00:45:00,CELL-MUM-01,Mumbai,28.4,177.72,0,0.253
2026-08-03 00:45:00,CELL-MUM-02,Mumbai,30.22,227.41,0,0.867
2026-08-03 00:45:00,CELL-MUM-03,Mumbai,28.31,299.39,0,0.799
2026-08-03 01:00:00,CELL-BLR-01,Bengaluru,30.4,195.1,0,0.718
2026-08-03 01:00:00,CELL-BLR-02,Bengaluru,31.93,269.08,0,0.517
2026-08-03 01:00:00,CELL-BLR-03,Bengaluru,33.73,196.27,0,0.334
2026-08-03 01:00:00,CELL-DEL-01,Delhi NCR,28.58,319.35,0,0.784
2026-08-03 01:00:00,CELL-DEL-02,Delhi NCR,32.37,273.61,0,0.253
2026-08-03 01:00:00,CELL-DEL-03,Delhi NCR,28.45,273.45,0,0.23
2026-08-03 01:00:00,CELL-KOL-01,Kolkata,29.73,273.63,0,0.31
2026-08-03 01:00:00,CELL-KOL-02,Kolkata,35.29,246.6,0,0.49
2026-08-03 01:00:00,CELL-KOL-03,Kolkata,31.11,173.32,0,0.484
2026-08-03 01:00:00,CELL-MUM-01,Mumbai,32.49,197.08,0,0.836
2026-08-03 01:00:00,CELL-MUM-02,Mumbai,33.49,218.68,0,0.591
2026-08-03 01:00:00,CELL-MUM-03,Mumbai,30.09,308.81,0,0.722
2026-08-03 01:15:00,CELL-BLR-01,Bengaluru,30.24,189.4,0,0.629
2026-08-03 01:15:00,CELL-BLR-02,Bengaluru,32.4,273.09,0,0.72
2026-08-03 01:15:00,CELL-BLR-03,Bengaluru,27.85,176.5,0,0.505
2026-08-03 01:15:00,CELL-DEL-01,Delhi NCR,30.05,312.89,0,0.51
2026-08-03 01:15:00,CELL-DEL-02,Delhi NCR,32.79,269.81,0,0.806
2026-08-03 01:15:00,CELL-DEL-03,Delhi NCR,28.31,283.45,0,0.777
2026-08-03 01:15:00,CELL-KOL-01,Kolkata,32.07,254.82,0,0.695
2026-08-03 01:15:00,CELL-KOL-02,Kolkata,33.21,243.9,0,0.507
2026-08-03 01:15:00,CELL-KOL-03,Kolkata,31.94,191.32,0,0.348
2026-08-03 01:15:00,CELL-MUM-01,Mumbai,31.7,187.24,0,0.403
2026-08-03 01:15:00,CELL-MUM-02,Mumbai,34.64,199.5,0,0.424
2026-08-03 01:15:00,CELL-MUM-03,Mumbai,30.17,312.85,0,0.427
2026-08-03 01:30:00,CELL-BLR-01,Bengaluru,28.41,190.93,0,0.277
2026-08-03 01:30:00,CELL-BLR-02,Bengaluru,32.51,274.96,0,0.846
2026-08-03 01:30:00,CELL-BLR-03,Bengaluru,29.46,174.54,0,0.78
2026-08-03 01:30:00,CELL-DEL-01,Delhi NCR,28.56,316.95,0,0.504
2026-08-03 01:30:00,CELL-DEL-02,Delhi NCR,26.94,260.08,0,0.258
2026-08-03 01:30:00,CELL-DEL-03,Delhi NCR,33.79,272.27,0,0.508
2026-08-03 01:30:00,CELL-KOL-01,Kolkata,32.13,262.91,0,0.387
2026-08-03 01:30:00,CELL-KOL-02,Kolkata,31.94,243.02,0,0.609
2026-08-03 01:30:00,CELL-KOL-03,Kolkata,32.89,218.54,0,0.363
2026-08-03 01:30:00,CELL-MUM-01,Mumbai,30.94,175.21,0,0.779
2026-08-03 01:30:00,CELL-MUM-02,Mumbai,34.58,224.63,0,0.529
2026-08-03 01:30:00,CELL-MUM-03,Mumbai,29.13,294.47,0,0.596
2026-08-03 01:45:00,CELL-BLR-01,Bengaluru,30.77,191.34,0,0.761
2026-08-03 01:45:00,CELL-BLR-02,Bengaluru,30.08,275.97,0,0.648
2026-08-03 01:45:00,CELL-BLR-03,Bengaluru,31.1,195.41,0,0.392
2026-08-03 01:45:00,CELL-DEL-01,Delhi NCR,29.98,316.03,0,0.15
2026-08-03 01:45:00,CELL-DEL-02,Delhi NCR,28.08,273.54,0,0.798
2026-08-03 01:45:00,CELL-DEL-03,Delhi NCR,32.34,299.44,0,0.572
2026-08-03 01:45:00,CELL-KOL-01,Kolkata,30.41,273.31,0,0.43
2026-08-03 01:45:00,CELL-KOL-02,Kolkata,33.69,253.43,0,0.582
2026-08-03 01:45:00,CELL-KOL-03,Kolkata,33.29,177.06,0,0.649
2026-08-03 01:45:00,CELL-MUM-01,Mumbai,31.38,181.38,0,0.257
2026-08-03 01:45:00,CELL-MUM-02,Mumbai,32.34,222.24,0,1.098
2026-08-03 01:45:00,CELL-MUM-03,Mumbai,27.16,318.87,0,0.509
2026-08-03 02:00:00,CELL-BLR-01,Bengaluru,24.92,165.81,0,0.596
2026-08-03 02:00:00,CELL-BLR-02,Bengaluru,32.49,256.72,0,0.648
2026-08-03 02:00:00,CELL-BLR-03,Bengaluru,33.99,184.24,0,0.691
2026-08-03 02:00:00,CELL-DEL-01,Delhi NCR,25.84,300.3,0,0.548
2026-08-03 02:00:00,CELL-DEL-02,Delhi NCR,29.77,271.67,0,0.7
2026-08-03 02:00:00,CELL-DEL-03,Delhi NCR,32.89,282.18,0,0.63
2026-08-03 02:00:00,CELL-KOL-01,Kolkata,30.04,281.61,0,0.325
2026-08-03 02:00:00,CELL-KOL-02,Kolkata,30.83,255.56,0,0.633
2026-08-03 02:00:00,CELL-KOL-03,Kolkata,35.5,187.03,0,0.548
2026-08-03 02:00:00,CELL-MUM-01,Mumbai,31.99,173.44,0,0.432
2026-08-03 02:00:00,CELL-MUM-02,Mumbai,32.72,210.87,0,0.608
2026-08-03 02:00:00,CELL-MUM-03,Mumbai,29.8,296.92,0,0.708
2026-08-03 02:15:00,CELL-BLR-01,Bengaluru,27.8,194.19,0,0.409
2026-08-03 02:15:00,CELL-BLR-02,Bengaluru,32.38,274.47,0,0.493
2026-08-03 02:15:00,CELL-BLR-03,Bengaluru,27.77,199.31,0,0.365
2026-08-03 02:15:00,CELL-DEL-01,Delhi NCR,27.95,319.23,0,0.668
2026-08-03 02:15:00,CELL-DEL-02,Delhi NCR,30.87,259.41,0,0.509
2026-08-03 02:15:00,CELL-DEL-03,Delhi NCR,29.58,276.05,0,0.63
2026-08-03 02:15:00,CELL-KOL-01,Kolkata,28.29,281.05,0,0.618
2026-08-03 02:15:00,CELL-KOL-02,Kolkata,33.11,246.18,0,0.492
2026-08-03 02:15:00,CELL-KOL-03,Kolkata,29.77,167.26,0,0.377
2026-08-03 02:15:00,CELL-MUM-01,Mumbai,31.29,198.76,0,0.605
2026-08-03 02:15:00,CELL-MUM-02,Mumbai,31.64,220.02,0,0.456
2026-08-03 02:15:00,CELL-MUM-03,Mumbai,29.76,311.76,0,0.484
2026-08-03 02:30:00,CELL-BLR-01,Bengaluru,28.82,-1.0,0,0.412
2026-08-03 02:30:00,CELL-BLR-02,Bengaluru,31.12,272.11,0,0.633
2026-08-03 02:30:00,CELL-BLR-03,Bengaluru,31.29,201.45,0,0.54
2026-08-03 02:30:00,CELL-DEL-01,Delhi NCR,30.77,303.41,0,0.742
2026-08-03 02:30:00,CELL-DEL-02,Delhi NCR,29.21,262.98,0,0.751
2026-08-03 02:30:00,CELL-DEL-03,Delhi NCR,29.12,282.79,0,0.667
2026-08-03 02:30:00,CELL-KOL-01,Kolkata,31.02,265.66,0,0.587
2026-08-03 02:30:00,CELL-KOL-02,Kolkata,32.38,229.31,0,0.38
2026-08-03 02:30:00,CELL-KOL-03,Kolkata,33.08,202.9,0,0.611
2026-08-03 02:30:00,CELL-MUM-01,Mumbai,32.21,196.27,0,0.679
2026-08-03 02:30:00,CELL-MUM-02,Mumbai,31.83,212.99,0,0.512
2026-08-03 02:30:00,CELL-MUM-03,Mumbai,27.78,289.88,0,0.243
2026-08-03 02:45:00,CELL-BLR-01,Bengaluru,25.65,187.53,0,0.359
2026-08-03 02:45:00,CELL-BLR-02,Bengaluru,29.42,277.2,0,0.418
2026-08-03 02:45:00,CELL-BLR-03,Bengaluru,29.09,191.72,0,0.369
2026-08-03 02:45:00,CELL-DEL-01,Delhi NCR,32.59,306.82,0,0.745
2026-08-03 02:45:00,CELL-DEL-02,Delhi NCR,28.05,263.81,0,0.591
2026-08-03 02:45:00,CELL-DEL-03,Delhi NCR,28.71,267.81,0,0.563
2026-08-03 02:45:00,CELL-KOL-01,Kolkata,31.01,287.99,0,0.611
2026-08-03 02:45:00,CELL-KOL-02,Kolkata,36.08,261.15,0,0.659
2026-08-03 02:45:00,CELL-KOL-03,Kolkata,30.92,176.43,0,0.446
2026-08-03 02:45:00,CELL-MUM-01,Mumbai,30.64,174.13,0,0.481
2026-08-03 02:45:00,CELL-MUM-02,Mumbai,34.58,220.27,0,0.782
2026-08-03 02:45:00,CELL-MUM-03,Mumbai,28.44,301.8,0,0.559
2026-08-03 03:00:00,CELL-BLR-01,Bengaluru,27.51,167.24,0,0.675
2026-08-03 03:00:00,CELL-BLR-02,Bengaluru,33.31,273.69,0,0.666
2026-08-03 03:00:00,CELL-BLR-03,Bengaluru,27.66,181.54,0,0.504
2026-08-03 03:00:00,CELL-DEL-01,Delhi NCR,30.37,312.3,0,0.458
2026-08-03 03:00:00,CELL-DEL-02,Delhi NCR,29.46,252.1,0,0.89
2026-08-03 03:00:00,CELL-DEL-03,Delhi NCR,31.55,296.19,0,0.52
2026-08-03 03:00:00,CELL-KOL-01,Kolkata,27.72,282.62,0,0.506
2026-08-03 03:00:00,CELL-KOL-02,Kolkata,33.94,254.75,0,0.722
2026-08-03 03:00:00,CELL-KOL-03,Kolkata,30.05,172.82,0,0.725
2026-08-03 03:00:00,CELL-MUM-01,Mumbai,29.34,189.77,0,0.397
2026-08-03 03:00:00,CELL-MUM-02,Mumbai,30.71,216.73,0,0.421
2026-08-03 03:00:00,CELL-MUM-03,Mumbai,32.03,298.92,0,0.355
2026-08-03 03:15:00,CELL-BLR-01,Bengaluru,27.04,199.98,0,0.608
2026-08-03 03:15:00,CELL-BLR-02,Bengaluru,30.77,278.22,0,0.134
2026-08-03 03:15:00,CELL-BLR-03,Bengaluru,32.59,204.74,0,0.291
2026-08-03 03:15:00,CELL-DEL-01,Delhi NCR,29.52,313.35,0,0.345
2026-08-03 03:15:00,CELL-DEL-02,Delhi NCR,29.87,260.57,0,0.632
2026-08-03 03:15:00,CELL-DEL-03,Delhi NCR,31.25,282.29,0,0.647
2026-08-03 03:15:00,CELL-KOL-01,Kolkata,26.93,273.88,0,0.311
2026-08-03 03:15:00,CELL-KOL-02,Kolkata,32.39,248.31,0,0.381
2026-08-03 03:15:00,CELL-KOL-03,Kolkata,34.53,198.28,0,0.424
2026-08-03 03:15:00,CELL-MUM-01,Mumbai,29.19,174.21,0,0.349
2026-08-03 03:15:00,CELL-MUM-02,Mumbai,33.78,219.7,0,0.526
2026-08-03 03:15:00,CELL-MUM-03,Mumbai,29.29,299.77,0,0.463
2026-08-03 03:30:00,CELL-BLR-01,Bengaluru,30.58,178.06,0,0.89
2026-08-03 03:30:00,CELL-BLR-02,Bengaluru,32.56,271.89,0,0.312
2026-08-03 03:30:00,CELL-BLR-03,Bengaluru,31.55,186.98,0,0.467
2026-08-03 03:30:00,CELL-DEL-01,Delhi NCR,28.75,310.68,0,0.623
2026-08-03 03:30:00,CELL-DEL-02,Delhi NCR,33.81,261.0,0,0.395
2026-08-03 03:30:00,CELL-DEL-03,Delhi NCR,28.92,286.95,0,0.393
2026-08-03 03:30:00,CELL-KOL-01,Kolkata,28.67,264.71,0,0.901
2026-08-03 03:30:00,CELL-KOL-02,Kolkata,33.61,264.65,0,0.518
2026-08-03 03:30:00,CELL-KOL-03,Kolkata,35.14,179.05,0,0.51
2026-08-03 03:30:00,CELL-MUM-01,Mumbai,29.1,211.09,0,0.499
2026-08-03 03:30:00,CELL-MUM-02,Mumbai,32.98,223.9,0,0.893
2026-08-03 03:30:00,CELL-MUM-03,Mumbai,27.63,304.75,0,0.379
2026-08-03 03:45:00,CELL-BLR-01,Bengaluru,27.0,197.25,0,0.74
2026-08-03 03:45:00,CELL-BLR-02,Bengaluru,31.21,289.82,0,0.313
2026-08-03 03:45:00,CELL-BLR-03,Bengaluru,31.92,188.16,0,0.595
2026-08-03 03:45:00,CELL-DEL-01,Delhi NCR,28.07,319.09,0,0.587
2026-08-03 03:45:00,CELL-DEL-02,Delhi NCR,30.28,270.92,0,0.72
2026-08-03 03:45:00,CELL-DEL-03,Delhi NCR,32.51,260.21,0,0.426
2026-08-03 03:45:00,CELL-KOL-01,Kolkata,30.28,271.62,0,0.549
2026-08-03 03:45:00,CELL-KOL-02,Kolkata,34.39,241.76,0,0.658
2026-08-03 03:45:00,CELL-KOL-03,Kolkata,,200.47,0,0.56
2026-08-03 03:45:00,CELL-MUM-01,Mumbai,31.04,195.38,0,0.568
2026-08-03 03:45:00,CELL-MUM-02,Mumbai,30.91,212.07,0,0.465
2026-08-03 03:45:00,CELL-MUM-03,Mumbai,29.97,318.75,0,0.541
2026-08-03 04:00:00,CELL-BLR-01,Bengaluru,26.06,181.34,0,0.519
2026-08-03 04:00:00,CELL-BLR-02,Bengaluru,31.28,286.83,0,0.532
2026-08-03 04:00:00,CELL-BLR-03,Bengaluru,28.69,174.25,0,0.497
2026-08-03 04:00:00,CELL-DEL-01,Delhi NCR,28.19,310.19,0,0.674
2026-08-03 04:00:00,CELL-DEL-02,Delhi NCR,29.23,274.68,0,0.63
2026-08-03 04:00:00,CELL-DEL-03,Delhi NCR,33.26,272.21,0,0.137
2026-08-03 04:00:00,CELL-KOL-01,Kolkata,28.28,274.12,0,0.311
2026-08-03 04:00:00,CELL-KOL-02,Kolkata,32.0,244.38,0,0.534
2026-08-03 04:00:00,CELL-KOL-03,Kolkata,30.83,182.48,0,0.574
2026-08-03 04:00:00,CELL-MUM-01,Mumbai,30.97,192.3,0,0.5
2026-08-03 04:00:00,CELL-MUM-02,Mumbai,32.51,218.31,0,0.462
2026-08-03 04:00:00,CELL-MUM-03,Mumbai,28.92,307.25,0,0.436
2026-08-03 04:15:00,CELL-BLR-01,Bengaluru,28.82,172.01,0,0.3
2026-08-03 04:15:00,CELL-BLR-02,Bengaluru,31.65,293.92,0,0.685
2026-08-03 04:15:00,CELL-BLR-03,Bengaluru,30.32,193.07,0,0.702
2026-08-03 04:15:00,CELL-DEL-01,Delhi NCR,31.48,318.94,0,0.56
2026-08-03 04:15:00,CELL-DEL-02,Delhi NCR,30.33,267.79,0,0.765
2026-08-03 04:15:00,CELL-DEL-03,Delhi NCR,33.45,287.02,0,0.536
2026-08-03 04:15:00,CELL-KOL-01,Kolkata,32.19,262.93,0,0.776
2026-08-03 04:15:00,CELL-KOL-02,Kolkata,35.51,239.0,0,0.132
2026-08-03 04:15:00,CELL-KOL-03,Kolkata,34.23,193.34,0,0.0
2026-08-03 04:15:00,CELL-MUM-01,Mumbai,32.39,190.07,0,0.526
2026-08-03 04:15:00,CELL-MUM-02,Mumbai,34.61,201.34,0,0.973
2026-08-03 04:15:00,CELL-MUM-03,Mumbai,28.44,295.5,0,0.513
2026-08-03 04:30:00,CELL-BLR-01,Bengaluru,29.93,199.2,0,0.424
2026-08-03 04:30:00,CELL-BLR-02,Bengaluru,31.18,268.68,0,0.498
2026-08-03 04:30:00,CELL-BLR-03,Bengaluru,32.85,183.14,0,0.344
2026-08-03 04:30:00,CELL-DEL-01,Delhi NCR,31.51,326.12,0,0.195
2026-08-03 04:30:00,CELL-DEL-02,Delhi NCR,30.86,270.95,0,0.44
2026-08-03 04:30:00,CELL-DEL-03,Delhi NCR,30.37,276.86,0,0.653
2026-08-03 04:30:00,CELL-KOL-01,Kolkata,27.33,276.92,0,0.753
2026-08-03 04:30:00,CELL-KOL-02,Kolkata,33.06,251.67,0,0.433
2026-08-03 04:30:00,CELL-KOL-03,Kolkata,32.43,198.57,0,0.528
2026-08-03 04:30:00,CELL-MUM-01,Mumbai,30.18,197.4,0,0.537
2026-08-03 04:30:00,CELL-MUM-02,Mumbai,29.22,228.42,0,0.583
2026-08-03 04:30:00,CELL-MUM-03,Mumbai,30.8,286.64,0,0.574
2026-08-03 04:45:00,CELL-BLR-01,Bengaluru,31.77,174.97,0,0.577
2026-08-03 04:45:00,CELL-BLR-02,Bengaluru,32.39,246.22,0,0.284
2026-08-03 04:45:00,CELL-BLR-03,Bengaluru,32.31,203.37,0,0.252
2026-08-03 04:45:00,CELL-DEL-01,Delhi NCR,29.88,311.71,0,0.748
2026-08-03 04:45:00,CELL-DEL-02,Delhi NCR,30.12,266.3,0,0.69
2026-08-03 04:45:00,CELL-DEL-03,Delhi NCR,30.8,269.81,0,0.656
2026-08-03 04:45:00,CELL-KOL-01,Kolkata,26.08,278.53,0,0.563
2026-08-03 04:45:00,CELL-KOL-02,Kolkata,30.12,243.66,0,0.599
2026-08-03 04:45:00,CELL-KOL-02,Kolkata,30.12,243.66,0,0.599
2026-08-03 04:45:00,CELL-KOL-03,Kolkata,31.17,208.77,0,0.262
2026-08-03 04:45:00,CELL-MUM-01,Mumbai,31.75,182.09,0,0.249
2026-08-03 04:45:00,CELL-MUM-02,Mumbai,35.51,206.91,0,0.784
2026-08-03 04:45:00,CELL-MUM-03,Mumbai,28.83,297.67,0,0.705
2026-08-03 05:00:00,CELL-BLR-01,Bengaluru,28.48,175.98,0,0.511
2026-08-03 05:00:00,CELL-BLR-02,Bengaluru,30.7,264.05,0,0.463
2026-08-03 05:00:00,CELL-BLR-03,Bengaluru,31.42,194.71,0,0.443
2026-08-03 05:00:00,CELL-DEL-01,Delhi NCR,26.14,313.42,0,0.486
2026-08-03 05:00:00,CELL-DEL-02,Delhi NCR,29.43,275.99,0,0.0
2026-08-03 05:00:00,CELL-DEL-03,Delhi NCR,29.49,274.69,0,0.395
2026-08-03 05:00:00,CELL-KOL-01,Kolkata,31.65,273.55,0,0.24
2026-08-03 05:00:00,CELL-KOL-02,Kolkata,34.2,265.47,0,0.513
2026-08-03 05:00:00,CELL-KOL-03,Kolkata,30.46,183.34,0,0.683
2026-08-03 05:00:00,CELL-MUM-01,Mumbai,29.0,198.05,0,0.845
2026-08-03 05:00:00,CELL-MUM-02,Mumbai,37.74,232.32,0,0.372
2026-08-03 05:00:00,CELL-MUM-03,Mumbai,26.07,286.05,0,0.769
2026-08-03 05:15:00,CELL-BLR-01,Bengaluru,27.81,175.4,0,0.67
2026-08-03 05:15:00,CELL-BLR-02,Bengaluru,30.97,296.64,0,0.441
2026-08-03 05:15:00,CELL-BLR-03,Bengaluru,30.59,177.71,0,1.185
2026-08-03 05:15:00,CELL-DEL-01,Delhi NCR,30.91,302.32,0,0.624
2026-08-03 05:15:00,CELL-DEL-02,Delhi NCR,30.07,265.16,0,0.442
2026-08-03 05:15:00,CELL-DEL-03,Delhi NCR,31.49,290.35,0,0.482
2026-08-03 05:15:00,CELL-KOL-01,Kolkata,29.18,270.65,0,0.317
2026-08-03 05:15:00,CELL-KOL-02,Kolkata,34.92,235.35,0,0.388
2026-08-03 05:15:00,CELL-KOL-03,Kolkata,30.94,195.71,0,0.607
2026-08-03 05:15:00,CELL-MUM-01,Mumbai,29.76,204.19,0,0.618
2026-08-03 05:15:00,CELL-MUM-02,Mumbai,33.7,216.25,0,0.655
2026-08-03 05:15:00,CELL-MUM-03,Mumbai,26.39,292.8,0,0.343
2026-08-03 05:30:00,CELL-BLR-01,Bengaluru,31.38,188.03,0,0.438
2026-08-03 05:30:00,CELL-BLR-02,Bengaluru,27.69,282.78,0,0.604
2026-08-03 05:30:00,CELL-BLR-03,Bengaluru,28.69,193.24,0,0.16
2026-08-03 05:30:00,CELL-DEL-01,Delhi NCR,26.34,313.12,0,0.486
2026-08-03 05:30:00,CELL-DEL-02,Delhi NCR,29.87,266.08,0,0.592
2026-08-03 05:30:00,CELL-DEL-03,Delhi NCR,28.9,284.29,0,0.702
2026-08-03 05:30:00,CELL-KOL-01,Kolkata,31.21,275.53,0,0.617
2026-08-03 05:30:00,CELL-KOL-02,Kolkata,35.16,244.63,0,0.579
2026-08-03 05:30:00,CELL-KOL-03,Kolkata,30.54,188.87,0,0.468
2026-08-03 05:30:00,CELL-MUM-01,Mumbai,28.66,175.54,0,0.497
2026-08-03 05:30:00,CELL-MUM-02,Mumbai,34.07,234.47,0,0.502
2026-08-03 05:30:00,CELL-MUM-03,Mumbai,27.44,315.92,0,0.796
2026-08-03 05:45:00,CELL-BLR-01,Bengaluru,28.62,187.2,0,0.202
2026-08-03 05:45:00,CELL-BLR-02,Bengaluru,30.57,285.7,0,0.494
2026-08-03 05:45:00,CELL-BLR-03,Bengaluru,31.2,183.33,0,0.125
2026-08-03 05:45:00,CELL-DEL-01,Delhi NCR,27.32,327.72,0,0.835
2026-08-03 05:45:00,CELL-DEL-02,Delhi NCR,29.74,269.96,0,0.329
2026-08-03 05:45:00,CELL-DEL-03,Delhi NCR,30.48,290.42,0,0.637
2026-08-03 05:45:00,CELL-KOL-01,Kolkata,26.29,271.76,0,0.378
2026-08-03 05:45:00,CELL-KOL-02,Kolkata,34.06,253.63,0,0.53
2026-08-03 05:45:00,CELL-KOL-03,Kolkata,32.9,202.14,0,0.798
2026-08-03 05:45:00,CELL-MUM-01,Mumbai,29.14,195.3,0,0.41
2026-08-03 05:45:00,CELL-MUM-02,Mumbai,30.43,225.45,0,0.33
2026-08-03 05:45:00,CELL-MUM-03,Mumbai,28.94,294.63,0,0.707
2026-08-03 06:00:00,CELL-BLR-01,Bengaluru,29.42,189.52,0,0.229
2026-08-03 06:00:00,CELL-BLR-02,Bengaluru,33.34,285.63,0,0.599
2026-08-03 06:00:00,CELL-BLR-03,Bengaluru,27.87,204.26,0,0.213
2026-08-03 06:00:00,CELL-DEL-01,Delhi NCR,28.6,317.03,0,0.453
2026-08-03 06:00:00,CELL-DEL-02,Delhi NCR,31.4,265.2,0,0.628
2026-08-03 06:00:00,CELL-DEL-03,Delhi NCR,33.36,279.73,0,0.496
2026-08-03 06:00:00,CELL-KOL-01,Kolkata,31.58,274.32,0,0.67
2026-08-03 06:00:00,CELL-KOL-02,Kolkata,32.61,249.24,0,0.418
2026-08-03 06:00:00,CELL-KOL-03,Kolkata,32.89,208.93,0,0.601
2026-08-03 06:00:00,CELL-MUM-01,Mumbai,30.0,173.64,0,0.334
2026-08-03 06:00:00,CELL-MUM-02,Mumbai,34.51,222.15,0,0.483
2026-08-03 06:00:00,CELL-MUM-03,Mumbai,30.03,305.04,0,0.551
2026-08-03 06:15:00,CELL-BLR-01,Bengaluru,30.32,170.55,0,0.616
2026-08-03 06:15:00,CELL-BLR-02,Bengaluru,28.6,285.54,0,0.859
2026-08-03 06:15:00,CELL-BLR-03,Bengaluru,31.24,204.09,0,0.276
2026-08-03 06:15:00,CELL-DEL-01,Delhi NCR,27.4,309.88,0,0.417
2026-08-03 06:15:00,CELL-DEL-02,Delhi NCR,32.99,281.33,0,0.538
2026-08-03 06:15:00,CELL-DEL-03,Delhi NCR,29.76,278.42,0,0.949
2026-08-03 06:15:00,CELL-KOL-01,Kolkata,28.54,266.27,0,0.619
2026-08-03 06:15:00,CELL-KOL-02,Kolkata,35.02,244.43,0,0.807
2026-08-03 06:15:00,CELL-KOL-03,Kolkata,31.41,180.22,0,0.69
2026-08-03 06:15:00,CELL-MUM-01,Mumbai,31.41,195.76,0,0.511
2026-08-03 06:15:00,CELL-MUM-02,Mumbai,33.45,213.87,0,0.535
2026-08-03 06:15:00,CELL-MUM-03,Mumbai,27.16,300.42,0,0.172
2026-08-03 06:30:00,CELL-BLR-01,Bengaluru,25.96,193.63,0,0.495
2026-08-03 06:30:00,CELL-BLR-02,Bengaluru,30.29,273.59,0,0.758
2026-08-03 06:30:00,CELL-BLR-03,Bengaluru,33.48,186.43,0,0.685
2026-08-03 06:30:00,CELL-DEL-01,Delhi NCR,29.08,323.86,0,0.579
