customer_id,month,data_gb,voice_min,intl_min,sms_count,revenue_inr,recharge_count,failed_payment_count
TEL-10019,2026-04,31.89,247,1.2,6,449.36,1,0
TEL-10019,2026-05,23.63,204,1.4,12,424.21,1,0
TEL-10019,2026-06,20.96,222,0.2,6,376.26,2,0
TEL-10020,2026-01,2.56,159,0.4,7,334.5,2,0
TEL-10020,2026-02,1.68,146,0.7,3,342.07,4,0
TEL-10020,2026-03,2.09,168,1.6,6,308.2,4,0
TEL-10020,2026-04,2.48,98,1.1,9,247.35,1,0
TEL-10020,2026-05,1.76,142,0.6,7,267.92,1,0
TEL-10020,2026-06,1.44,151,0.1,3,324.78,3,0
TEL-10021,2026-01,29.34,163,0.5,2,392.12,2,0
TEL-10021,2026-02,25.69,155,0.5,2,329.51,2,0
TEL-10021,2026-03,16.59,198,2.3,2,317.58,3,0
TEL-10021,2026-04,21.22,157,0.2,0,296.14,4,0
TEL-10021,2026-05,37.57,116,0.2,0,340.37,3,0
TEL-10021,2026-06,24.53,202,0.3,2,349.74,2,0
TEL-10022,2026-01,2.91,191,0.6,5,319.33,4,0
TEL-10022,2026-02,3.31,191,2,12,319.66,3,0
TEL-10022,2026-03,3.37,271,0,8,373.97,4,0
TEL-10022,2026-04,3.88,163,0.4,10,320.62,1,0
TEL-10022,2026-05,4.02,64,0.2,9,302.54,4,0
TEL-10022,2026-06,5.12,289,1.3,8,296.41,1,0
TEL-10023,2026-01,8.33,85,0.1,4,206.88,3,0
TEL-10023,2026-02,5.61,41,0.9,5,160.74,3,0
TEL-10023,2026-03,8.18,129,0.1,8,184.22,1,0
TEL-10023,2026-04,5.62,118,4.5,13,199.5,3,0
TEL-10023,2026-05,7.32,103,0.1,9,212.02,4,0
TEL-10023,2026-06,7.39,108,0.4,10,199.85,3,0
TEL-10024,2026-01,4.22,144,0.2,8,129.43,4,0
TEL-10024,2026-02,2.58,208,0.1,7,116.82,3,0
TEL-10024,2026-03,5.64,146,1.4,5,137.91,2,0
TEL-10024,2026-04,3.46,173,0,6,137.06,2,0
TEL-10024,2026-05,1.98,249,1.1,11,114.53,4,0
TEL-10024,2026-06,3.34,179,0.7,7,129.89,1,0
TEL-10025,2026-01,3.75,621,0.1,31,341.35,4,0
TEL-10025,2026-02,2.75,910,0.3,26,310.36,1,0
TEL-10025,2026-03,2.59,695,0.1,21,337.96,3,0
TEL-10025,2026-04,2.45,637,0.1,26,265.01,4,0
TEL-10025,2026-05,3.13,507,1.5,23,351.84,1,0
TEL-10025,2026-06,1.54,863,0.1,26,314.56,2,0
TEL-10026,2026-01,1.74,478,1.2,37,209.34,1,0
TEL-10026,2026-02,2.18,424,0.2,35,219.51,4,0
TEL-10026,2026-03,1.96,447,0.4,39,223.41,2,0
TEL-10026,2026-04,3.17,523,0.6,37,193.5,2,0
TEL-10026,2026-05,2.72,447,0.7,46,225.29,3,0
TEL-10026,2026-06,3.37,522,0.8,43,209.91,3,0
TEL-10027,2026-01,48.64,237,0.1,12,515.24,4,0
TEL-10027,2026-02,45.42,276,0.3,4,573.56,2,0
TEL-10027,2026-03,42.15,273,0.8,4,620.88,1,0
TEL-10027,2026-04,33.24,366,1.3,6,657.94,4,0
TEL-10027,2026-05,40.54,233,0,5,585.99,4,0
TEL-10027,2026-06,35.54,193,0.3,6,642.6,3,0
TEL-10028,2026-01,16.72,323,0.3,18,436.91,4,0
TEL-10028,2026-02,19.33,322,1,13,414.54,1,0
TEL-10028,2026-03,15.75,407,0.5,13,345.29,4,0
TEL-10028,2026-04,18.4,335,0.1,12,307.37,3,0
TEL-10028,2026-05,19.33,377,0.2,17,404.24,1,0
TEL-10028,2026-06,11.06,330,0.9,14,393.36,4,0
TEL-10029,2026-01,8.42,160,1.5,10,412.49,4,0
TEL-10029,2026-02,13.29,127,1,10,429.18,2,0
TEL-10029,2026-03,11.5,284,0.3,14,417.8,4,0
TEL-10029,2026-04,15.67,180,0.6,18,475.4,1,0
TEL-10029,2026-05,10.54,180,0,17,443.58,1,0
TEL-10029,2026-06,13.71,252,1.1,16,382.29,3,0
TEL-10030,2026-01,4.03,137,0.4,12,294.99,1,0
TEL-10030,2026-02,2.22,128,0.2,16,285.28,4,0
TEL-10030,2026-03,4.15,114,0.8,11,247.88,1,0
TEL-10030,2026-04,4.37,134,2,14,282.66,3,0
TEL-10030,2026-05,4.08,104,0.2,12,230.46,1,0
TEL-10030,2026-06,4.13,108,0.4,19,266.1,1,0
TEL-10031,2026-01,27.54,133,0.2,8,469.64,3,0
TEL-10031,2026-02,12.52,194,0.1,12,491.2,1,0
TEL-10031,2026-03,30.23,165,0.3,7,392.06,3,0
TEL-10031,2026-04,25.13,160,0.4,3,486.29,4,0
TEL-10031,2026-05,41.93,220,3.5,10,572.27,2,0
TEL-10031,2026-06,25.79,104,0.8,9,513.17,1,0
TEL-10032,2026-01,6.31,267,1.2,9,205.02,4,0
TEL-10032,2026-02,5.62,157,0.3,11,246.07,2,0
TEL-10032,2026-03,6.15,274,0.6,6,262.72,2,0
TEL-10032,2026-04,3.86,338,0.7,9,232.95,2,0
TEL-10032,2026-05,4.08,147,0.4,5,236.41,2,0
TEL-10032,2026-06,5.5,242,0.1,7,207.97,2,0
TEL-10033,2026-01,21.54,385,0.6,13,357,4,0
TEL-10033,2026-02,22.89,357,0.2,16,312.74,1,0
TEL-10033,2026-03,21.38,423,1.9,16,358.65,2,0
TEL-10033,2026-04,14.04,337,0.2,19,320.37,4,0
TEL-10033,2026-05,27.46,289,2,21,337.75,4,0
TEL-10033,2026-06,23.87,209,1.6,16,310.14,1,0
TEL-10034,2026-01,2.17,562,1,29,279.7,3,0
TEL-10034,2026-02,2.44,803,0.3,33,344.36,4,0
TEL-10034,2026-03,2.55,372,0.5,26,264.21,3,0
TEL-10034,2026-04,1.92,715,1.4,35,344.84,2,0
TEL-10034,2026-05,3.42,628,0.2,45,308.93,3,0
TEL-10034,2026-06,3.15,734,0.5,41,315.06,1,0
TEL-10035,2026-01,1.42,110,0,3,118.61,3,0
TEL-10035,2026-02,4.16,117,0.5,2,143.29,3,0
TEL-10035,2026-03,3.89,83,1,5,121.58,4,0
TEL-10035,2026-04,4.02,103,1.3,6,114.41,1,0
TEL-10035,2026-05,2.38,173,0.5,6,151.36,3,0
TEL-10035,2026-06,4.07,84,0.6,3,136.97,3,0
TEL-10036,2026-01,6.47,452,0.7,19,309.49,4,0
TEL-10036,2026-02,6.97,356,0.3,18,334.8,3,0
TEL-10036,2026-03,5.67,239,1.1,13,274.1,4,0
TEL-10036,2026-04,8.06,347,0,13,262.89,4,0
TEL-10036,2026-05,6.44,438,1.6,15,305.22,1,0
TEL-10036,2026-06,5.74,295,0,20,290.63,4,0
TEL-10037,2026-01,1.16,227,0.9,11,107.14,4,0
TEL-10037,2026-02,0.9,136,0.1,11,112.83,4,0
TEL-10037,2026-03,2.67,266,0.7,14,131.72,4,0
TEL-10037,2026-04,2.22,213,0.3,14,119.3,1,0
TEL-10037,2026-05,1.87,219,0.3,12,140.76,3,0
TEL-10037,2026-06,1.92,236,0.2,8,132.02,1,0
TEL-10038,2026-01,5.23,184,1.2,12,276.55,1,0
TEL-10038,2026-02,4.18,188,0.4,13,263.71,1,0
TEL-10038,2026-03,3.53,180,0.1,11,261.44,3,0
TEL-10038,2026-04,5.33,160,0.9,8,321.39,2,0
TEL-10038,2026-05,6.18,254,0.9,7,319.1,1,0
TEL-10038,2026-06,5.47,124,0.5,12,324.86,3,0
TEL-10039,2026-01,5.87,101,0.7,11,172.68,2,0
TEL-10039,2026-02,2.7,105,2.9,8,195.53,3,0
TEL-10039,2026-03,5.97,93,0.6,10,198.27,3,0
TEL-10039,2026-04,5.24,127,1.1,6,216.09,1,0
TEL-10039,2026-05,9.05,72,0.4,8,211.32,3,0
TEL-10039,2026-06,6.62,88,0.7,13,176.57,2,0
TEL-10040,2026-01,3.75,182,1.2,8,381.76,3,0
TEL-10040,2026-02,4.53,300,0.1,4,343.9,2,0
TEL-10040,2026-03,4.29,203,1.6,9,363.96,2,0
TEL-10040,2026-04,4.02,215,1.7,4,366.4,2,0
TEL-10040,2026-05,4.66,215,0.2,5,314.39,4,0
TEL-10040,2026-06,4.31,303,0.5,3,371.76,1,0
TEL-10041,2026-01,2.29,127,4.1,10,400.4,4,0
TEL-10041,2026-02,2.89,208,0.2,9,316.24,3,0
TEL-10041,2026-03,2.24,142,0.1,12,344.54,4,0
TEL-10041,2026-04,2.9,201,0.5,10,329.32,3,0
TEL-10041,2026-05,2.26,148,0.5,8,340.22,2,0
TEL-10041,2026-06,1.39,181,1.2,14,288.09,2,0
TEL-10042,2026-01,5.8,117,0.4,7,362.4,1,0
TEL-10042,2026-02,5.12,103,0.9,12,280.79,4,0
TEL-10042,2026-03,5.7,208,1,10,292.88,1,0
TEL-10042,2026-04,2.2,82,0,14,386.34,4,0
TEL-10042,2026-05,3.93,118,0.2,11,334.18,4,0
TEL-10042,2026-06,5.53,166,0.3,10,271.52,3,0
TEL-10043,2026-01,17.12,223,0.2,9,329.92,4,0
TEL-10043,2026-02,18.95,289,0.2,8,311.12,3,0
TEL-10043,2026-03,21.54,193,0.9,11,302.58,2,0
TEL-10043,2026-04,14.04,332,0.1,10,302.72,1,0
TEL-10043,2026-05,13.41,255,0.7,12,331.31,1,0
TEL-10043,2026-06,11.64,278,0.2,12,275.84,3,0
TEL-10044,2026-01,3.7,235,0.1,44,425.5,1,0
TEL-10044,2026-02,2.72,312,0.2,39,382.04,2,0
TEL-10044,2026-03,2.84,255,0.3,31,330.59,4,0
TEL-10044,2026-04,3.21,273,0.2,31,414.35,4,0
TEL-10044,2026-05,2.82,208,1.1,33,409.62,2,0
TEL-10044,2026-06,3.22,418,1,28,363.26,4,0
TEL-10045,2026-01,23.64,137,0.3,2,556.12,4,0
TEL-10045,2026-02,18.46,138,0,1,527.45,2,0
TEL-10045,2026-03,29.52,130,0.5,2,526.77,2,0
TEL-10045,2026-04,23.58,130,0.8,6,493.99,2,0
TEL-10045,2026-05,16.97,109,0.9,2,523.93,4,0
TEL-10045,2026-06,17.61,97,0.4,3,663.42,2,0
TEL-10046,2026-01,5.45,128,0.4,6,238.14,1,0
TEL-10046,2026-02,3.07,143,0.3,11,213.88,4,0
TEL-10046,2026-03,3.09,127,0.8,7,253,2,0
TEL-10046,2026-04,4.61,100,0.3,7,197.47,2,0
TEL-10046,2026-05,4.53,120,0.6,7,201.66,1,0
TEL-10046,2026-06,2.95,125,0.4,7,228.28,1,0
TEL-10047,2026-01,19,308,0.1,10,268.62,4,0
TEL-10047,2026-02,16.38,309,0.7,9,297.28,3,0
TEL-10047,2026-03,17.42,63,0.4,12,258.78,1,0
TEL-10047,2026-04,14.25,207,1.4,13,283.59,1,0
TEL-10047,2026-05,20.4,247,0.1,7,322.06,4,0
TEL-10047,2026-06,12.26,165,0.5,9,311.28,1,0
TEL-10048,2026-01,1.08,472,1,16,335.31,1,0
TEL-10048,2026-02,1.5,367,0.4,27,312.67,4,0
TEL-10048,2026-03,1.9,464,0.5,21,336.93,1,0
TEL-10048,2026-04,1.45,374,1.5,22,318.79,3,0
TEL-10048,2026-05,1.65,457,0.1,25,331.28,2,0
TEL-10048,2026-06,1.69,600,0.5,35,329.98,2,0
TEL-10049,2026-01,26.83,157,1.2,14,284.36,1,0
TEL-10049,2026-02,20.41,169,1.1,24,294.92,2,0
TEL-10049,2026-03,24.54,146,0.5,11,269.32,1,0
TEL-10049,2026-04,30.39,141,0.2,19,269.45,4,0
TEL-10049,2026-05,21.06,100,0.1,21,295.86,4,0
TEL-10049,2026-06,18.27,120,0.1,15,225.6,1,0
TEL-10050,2026-01,1.16,63,0.5,16,141.57,4,0
TEL-10050,2026-02,1.07,110,0.1,18,164.31,4,0
TEL-10050,2026-03,1.17,117,0.3,10,139.43,4,0
TEL-10050,2026-04,1.38,140,0.2,12,153.9,2,0
TEL-10050,2026-05,1.27,103,0.2,17,141.8,4,0
TEL-10050,2026-06,0.93,155,0.2,10,117.33,4,0
TEL-10051,2026-01,8.33,561,0.4,16,524.77,4,0
TEL-10051,2026-02,9.88,280,0.7,8,409.17,4,0
TEL-10051,2026-03,6.69,372,1.4,9,430.08,2,0
TEL-10051,2026-04,8.51,337,1.3,11,353.52,4,0
TEL-10051,2026-05,6.7,222,0.1,20,476.89,4,0
TEL-10051,2026-06,6.91,263,1.9,16,423.54,2,0
TEL-10052,2026-01,16.91,318,6.6,18,416.78,3,0
TEL-10052,2026-02,14.57,404,16,21,542.95,3,0
TEL-10052,2026-03,14.16,296,4.7,20,638.76,4,0
TEL-10052,2026-04,14.64,292,0.8,25,614.23,1,0
TEL-10052,2026-05,12.39,421,15.4,12,569.65,3,0
TEL-10052,2026-06,16.86,354,16.2,26,552.52,4,0
TEL-10053,2026-01,4.7,215,1.9,6,324.34,2,0
TEL-10053,2026-02,7,200,1.3,6,315.41,1,0
TEL-10053,2026-03,5.9,228,2,8,299.27,2,0
TEL-10053,2026-04,5.5,263,12,9,287.79,4,0
TEL-10053,2026-05,6.09,167,0.6,7,295.99,1,0
TEL-10053,2026-06,6.62,146,22.5,5,263.96,2,0
TEL-10054,2026-01,1.8,617,0.3,49,343.9,1,0
TEL-10054,2026-02,3.07,892,1.8,39,399.32,4,0
TEL-10054,2026-03,1.95,693,1,40,395.86,2,0
TEL-10054,2026-04,1.83,740,0.7,48,348.25,1,0
TEL-10054,2026-05,3.57,1255,2.5,28,325,2,0
TEL-10054,2026-06,3.11,515,1.2,27,328.48,4,0
TEL-10055,2026-01,6.94,257,1.2,13,227.46,2,0
TEL-10055,2026-02,12.67,345,1.1,14,268.48,2,0
TEL-10055,2026-03,6.88,402,0,11,221.8,1,0
TEL-10055,2026-04,10.43,227,2.5,16,212.83,3,0
TEL-10055,2026-05,12.45,264,0.2,12,204.01,4,0
TEL-10055,2026-06,7.88,178,0.4,11,222.83,1,0
TEL-10056,2026-01,14.34,304,0.1,20,279.01,2,0
TEL-10056,2026-02,18.58,189,0,15,336.47,3,0
TEL-10056,2026-03,12.53,113,1.1,19,336.79,3,0
TEL-10056,2026-04,17.6,283,1.7,18,283.16,3,0
TEL-10056,2026-05,11.85,196,0,24,301.72,3,0
TEL-10056,2026-06,13.54,313,1.9,14,355.27,4,0
TEL-10057,2026-01,2.87,262,0.5,6,317.5,3,0
TEL-10057,2026-02,2.81,275,0.3,6,323.77,4,0
TEL-10057,2026-03,3.04,195,2.2,13,245.99,2,0
TEL-10057,2026-04,3.26,177,1.3,8,295.16,2,0
TEL-10057,2026-05,3.4,232,2.1,12,332.07,3,0
TEL-10057,2026-06,4.35,175,0.9,11,280.16,3,0
TEL-10058,2026-01,11.76,195,0.3,23,383.8,4,0
TEL-10058,2026-02,13.76,225,1.2,26,370.76,2,0
TEL-10058,2026-03,12.96,267,1.3,18,341.69,4,0
TEL-10058,2026-04,16.01,278,0.4,16,430.65,2,0
TEL-10058,2026-05,10.32,138,0,17,392.2,2,0
TEL-10058,2026-06,14.15,260,0.1,12,346.31,3,0
TEL-10059,2026-01,3.42,85,0.1,12,154.76,2,0
TEL-10059,2026-02,2.69,68,0.1,11,165.57,3,0
TEL-10059,2026-03,2.08,96,0.1,12,157.83,3,0
TEL-10059,2026-04,3.08,68,0,15,127.13,1,0
TEL-10059,2026-05,2.3,93,0.1,13,166.79,3,0
TEL-10059,2026-06,2.77,50,0.3,7,168.35,2,0
TEL-10060,2026-01,30.49,486,1,10,437.67,1,0
TEL-10060,2026-02,21.11,612,0.3,7,447.49,3,0
TEL-10060,2026-03,20.35,457,0,7,447.64,1,0
TEL-10060,2026-04,14.54,479,0.3,8,435.3,3,0
TEL-10060,2026-05,15.91,367,0.1,8,479.14,3,0
TEL-10060,2026-06,19.21,733,0.5,8,434.88,1,0
TEL-10061,2026-01,6.02,191,0.4,5,285.35,4,0
TEL-10061,2026-02,5.05,108,1,12,245.05,2,0
TEL-10061,2026-03,5.05,122,0.3,8,248.52,4,0
TEL-10061,2026-04,3.79,120,0.1,11,206.14,2,0
TEL-10061,2026-05,3.73,114,0.4,6,222.84,3,0
TEL-10061,2026-06,5.86,145,1.3,5,231.8,2,0
TEL-10062,2026-01,5.81,121,0.7,11,136.81,3,0
TEL-10062,2026-02,5.54,121,2.8,12,150.83,3,0
TEL-10062,2026-03,6.64,124,1.2,15,156.43,3,0
TEL-10062,2026-04,7.68,107,0.9,12,147.31,4,0
TEL-10062,2026-05,6.15,157,0.7,7,157.21,2,0
TEL-10062,2026-06,6.06,109,0.8,17,129.82,4,0
TEL-10063,2026-01,1.28,406,2.5,27,147.13,3,0
TEL-10063,2026-02,1.92,449,1.8,38,169.77,1,0
TEL-10063,2026-03,1.61,581,0.3,32,169.36,4,0
TEL-10063,2026-04,1.31,560,2.6,34,161.23,4,0
TEL-10063,2026-05,1.32,665,0.3,33,138.65,2,0
TEL-10063,2026-06,1.45,433,0.5,33,159.05,4,0
TEL-10064,2026-01,1.14,998,0.7,21,131.41,2,0
TEL-10064,2026-02,3.36,949,2.6,33,192.75,4,0
TEL-10064,2026-03,2.46,823,1.8,24,137.86,2,0
TEL-10064,2026-04,2.44,669,1.4,24,161.54,3,0
TEL-10064,2026-05,1.18,614,0.3,23,161.94,4,0
TEL-10064,2026-06,2.33,709,2.5,16,179.06,3,0
TEL-10065,2026-01,2.93,124,0.1,4,110.27,3,0
TEL-10065,2026-02,3.89,189,0.9,3,105.65,4,0
TEL-10065,2026-03,1.97,159,0.4,2,122.75,1,0
TEL-10065,2026-04,2.47,106,0.6,8,146.95,2,0
TEL-10065,2026-05,3.05,191,0,4,122.7,1,0
TEL-10065,2026-06,3.24,159,0.9,4,129.52,2,0
TEL-10066,2026-01,3.56,361,1,23,121.09,2,0
TEL-10066,2026-02,3.37,546,0,36,112.26,3,0
TEL-10066,2026-03,2.98,362,0.8,30,114.12,1,0
TEL-10066,2026-04,4.31,278,0.9,25,102.8,4,0
TEL-10066,2026-05,2.42,326,0.3,19,111.23,1,0
TEL-10066,2026-06,4.17,630,0.7,21,90.26,3,0
TEL-10067,2026-01,53.1,151,0.8,8,417.41,4,0
TEL-10067,2026-02,25.88,127,1.5,6,550.98,1,0
TEL-10067,2026-03,37.84,134,0.3,3,549.67,2,0
TEL-10067,2026-04,39.23,126,0.3,5,474.83,2,0
TEL-10067,2026-05,30.88,126,1.1,5,571.33,4,0
TEL-10067,2026-06,29.31,136,0.4,8,544.31,3,0
TEL-10068,2026-01,1.27,686,0.2,24,204.68,4,0
TEL-10068,2026-02,2.44,558,0,25,193.77,3,0
TEL-10068,2026-03,2.07,436,2,35,185.8,1,0
TEL-10068,2026-04,1.4,533,1.1,32,213.5,1,0
TEL-10068,2026-05,1.53,499,0.9,34,158.92,3,0
TEL-10068,2026-06,1.65,547,0.1,30,204.26,4,0
TEL-10069,2026-01,4.83,167,0.2,9,165.09,1,0
TEL-10069,2026-02,4.19,113,2.3,18,153.96,4,0
TEL-10069,2026-03,4.34,201,0.1,17,163.65,2,0
TEL-10069,2026-04,4.33,126,1.9,19,146.82,3,0
TEL-10069,2026-05,3.03,155,0.2,17,165.37,4,0
TEL-10069,2026-06,7.4,150,2.8,23,183.82,4,0
TEL-10070,2026-01,17.95,164,0.1,15,562.79,2,0
TEL-10070,2026-02,17.09,214,0.5,12,518.71,2,0
TEL-10070,2026-03,15.44,163,2.7,9,572.08,1,0
TEL-10070,2026-04,9.17,164,0.3,20,564.35,4,0
TEL-10070,2026-05,17.68,45,0.4,11,482.81,1,0
TEL-10070,2026-06,14.77,130,0.5,16,557.54,2,0
TEL-10071,2026-01,1.79,354,2,33,217.39,1,0
TEL-10071,2026-02,1.38,435,0.9,37,191.41,1,0
TEL-10071,2026-03,1.85,756,0.1,34,198.17,3,0
TEL-10071,2026-04,1.86,191,0.8,34,214.36,3,0
TEL-10071,2026-05,2.14,548,0.3,23,177.34,1,0
TEL-10071,2026-06,1.71,587,1.8,40,208.72,4,0
TEL-10072,2026-01,4.58,115,0,10,180.9,4,0
TEL-10072,2026-02,4.37,121,0.4,4,186.65,1,0
TEL-10072,2026-03,3.26,126,0.4,10,188.78,1,0
TEL-10072,2026-04,4.26,131,1,11,186.94,1,0
TEL-10072,2026-05,4.83,115,0.1,12,212.47,3,0
TEL-10072,2026-06,3.09,162,0.2,9,196.5,3,0
TEL-10073,2026-01,1.54,598,1.4,25,326.6,1,0
TEL-10073,2026-02,2.64,355,0.5,21,323.29,3,0
TEL-10073,2026-03,1.91,259,0.1,24,374.2,4,0
TEL-10073,2026-04,1.79,576,0.3,24,298.32,4,0
TEL-10073,2026-05,1.75,454,0.7,28,387.53,1,0
